"","x"
"10902",2
"10903",2
"10904",2
"10905",2
"10906",1
"10907",1
"10908",2
"10909",1
"10910",1
"10911",1
"10912",1
"10913",1
"10914",1
"10915",1
"10916",2
"10917",1
"10918",1
"10919",1
"10920",1
"10921",1
"10922",2
"10923",2
"10924",2
"10925",2
"10926",1
"10927",1
"10928",1
"10929",1
"10930",1
"10931",1
"10932",1
"10933",1
"10934",1
"10935",1
"10936",1
"10937",1
"10938",1
"10939",1
"10940",2
"10941",1
"10942",1
"10943",2
"10944",2
"10945",2
"10946",2
"10947",2
"10948",1
"10949",1
"10950",2
"10951",2
"10952",2
"10953",2
"10954",2
"10955",1
"10956",1
"10957",1
"10958",1
"10959",1
"10960",1
"10961",1
"10962",1
"10963",1
"10964",2
"10965",2
"10966",2
"10967",2
"10968",2
"10969",1
"10970",1
"10971",2
"10972",2
"10973",2
"10974",2
"10975",2
"10976",1
"10977",1
"10978",1
"10979",1
"10980",1
"10981",1
"10982",1
"10983",1
"10984",1
"10985",1
"10986",2
"10987",2
"10988",1
"10989",1
"10990",2
"10991",2
"10992",2
"10993",2
"10994",2
"10995",2
"10996",2
"10997",2
"10998",1
"10999",1
"11000",1
"11001",2
"11002",2
"11003",1
"11004",1
"11005",1
"11006",1
"11007",2
"11008",2
"11009",2
"11010",2
"11011",2
"11012",2
"11013",2
"11014",2
"11015",2
"11016",1
"11017",1
"11018",1
"11019",1
"11020",2
"11021",1
"11022",2
"11023",2
"11024",1
"11025",1
"11026",2
"11027",2
"11028",1
"11029",1
"11030",1
"11031",1
"11032",2
"11033",2
"11034",2
"11035",2
"11036",1
"11037",1
"11038",2
"11039",2
"11040",2
"11041",2
"11042",2
"11043",1
"11044",2
"11045",2
"11046",2
"11047",2
"11048",1
"11049",1
"11050",1
"11051",2
"11052",1
"11053",1
"11054",1
"11055",1
"11056",1
"11057",2
"11058",2
"11059",2
"11060",2
"11061",2
"11062",2
"11063",2
"11064",2
"11065",1
"11066",1
"11067",1
"11068",1
"11069",2
"11070",2
"11071",1
"11072",1
"11073",1
"11074",1
"11075",1
"11076",2
"11077",2
"11078",1
"11079",1
"11080",1
"11081",1
"11082",2
"11083",1
"11084",1
"11085",1
"11086",1
"11087",1
"11088",2
"11089",2
"11090",1
"11091",1
"11092",1
"11093",1
"11094",2
"11095",2
"11096",2
"11097",2
"11098",2
"11099",2
"11100",2
"11101",2
"11102",2
"11103",1
"11104",1
"11105",1
"11106",1
"11107",2
"11108",2
"11109",2
"11110",2
"11111",2
"11112",2
"11113",2
"11114",2
"11115",1
"11116",1
"11117",2
"11118",2
"11119",2
"11120",2
"11121",2
"11122",2
"11123",2
"11124",2
"11125",1
"11126",1
"11127",1
"11128",1
"11129",1
"11130",2
"11131",2
"11132",2
"11133",2
"11134",1
"11135",1
"11136",1
"11137",2
"11138",2
"11139",2
"11140",1
"11141",1
"11142",1
"11143",2
"11144",2
"11145",1
"11146",1
"11147",1
"11148",1
"11149",1
"11150",1
"11151",1
"11152",1
"11153",1
"11154",2
"11155",2
"11156",2
"11157",1
"11158",1
"11159",1
"11160",1
"11161",1
"11162",1
"11163",1
"11164",1
"11165",1
"11166",1
"11167",1
"11168",2
"11169",2
"11170",1
"11171",1
"11172",1
"11173",1
"11174",2
"11175",2
"11176",1
"11177",1
"11178",2
"11179",2
"11180",2
"11181",1
"11182",1
"11183",1
"11184",1
"11185",1
"11186",1
"11187",1
"11188",1
"11189",1
"11190",1
"11191",1
"11192",1
"11193",1
"11194",2
"11195",1
"11196",1
"11197",1
"11198",1
"11199",1
"11200",1
"11201",1
"11202",1
"11203",1
"11204",1
"11205",2
"11206",1
"11207",1
"11208",1
"11209",1
"11210",2
"11211",2
"11212",2
"11213",2
"11214",2
"11215",3
"11216",3
"11217",3
"11218",3
"11219",3
"11220",2
"11221",1
"11222",1
"11223",1
"11224",1
"11225",1
"11226",1
"11227",1
"11228",1
"11229",1
"11230",2
"11231",2
"11232",2
"11233",2
"11234",2
"11235",1
"11236",1
"11237",1
"11238",1
"11239",1
"11240",1
"11241",1
"11242",1
"11243",1
"11244",1
"11245",1
"11246",1
"11247",1
"11248",1
"11249",1
"11250",1
"11251",1
"11252",2
"11253",1
"11254",1
"11255",1
"11256",1
"11257",1
"11258",1
"11259",1
"11260",1
"11261",1
"11262",1
"11263",1
"11264",1
"11265",1
"11266",1
"11267",1
"11268",1
"11269",1
"11270",1
"11271",1
"11272",1
"11273",1
"11274",1
"11275",1
"11276",1
"11277",1
"11278",1
"11279",1
"11280",1
"11281",1
"11282",1
"11283",1
"11284",1
"11285",1
"11286",1
"11287",1
"11288",1
"11289",1
"11290",1
"11291",1
"11292",1
"11293",1
"11294",1
"11295",1
"11296",1
"11297",1
"11298",1
"11299",1
"11300",1
"11301",1
"11302",1
"11303",1
"11304",1
"11305",1
"11306",1
"11307",1
"11308",2
"11309",2
"11310",1
"11311",1
"11312",1
"11313",1
"11314",1
"11315",1
"11316",1
"11317",1
"11318",1
"11319",1
"11320",1
"11321",1
"11322",1
"11323",1
"11324",1
"11325",2
"11326",1
"11327",1
"11328",1
"11329",1
"11330",1
"11331",2
"11332",2
"11333",2
"11334",2
"11335",2
"11336",2
"11337",1
"11338",1
"11339",2
"11340",1
"11341",1
"11342",1
"11343",1
"11344",1
"11345",1
"11346",2
"11347",1
"11348",1
"11349",1
"11350",2
"11351",2
"11352",2
"11353",2
"11354",2
"11355",1
"11356",1
"11357",1
"11358",1
"11359",1
"11360",2
"11361",2
"11362",2
"11363",1
"11364",1
"11365",1
"11366",1
"11367",1
"11368",1
"11369",1
"11370",1
"11371",1
"11372",2
"11373",2
"11374",2
"11375",3
"11376",2
"11377",1
"11378",1
"11379",1
"11380",2
"11381",2
"11382",2
"11383",2
"11384",2
"11385",1
"11386",1
"11387",2
"11388",1
"11389",1
"11390",1
"11391",1
"11392",2
"11393",2
"11394",3
"11395",3
"11396",3
"11397",3
"11398",3
"11399",3
"11400",3
"11401",3
"11402",3
"11403",3
"11404",3
"11405",3
"11406",3
"11407",3
"11408",3
"11409",3
"11410",3
"11411",3
"11412",3
"11413",3
"11414",3
"11415",3
"11416",3
"11417",3
"11418",3
"11419",3
"11420",3
"11421",3
"11422",3
"11423",3
"11424",3
"11425",3
"11426",3
"11427",3
"11428",3
"11429",3
"11430",3
"11431",3
"11432",3
"11433",3
"11434",3
"11435",3
"11436",3
"11437",3
"11438",3
"11439",3
"11440",3
"11441",3
"11442",3
"11443",3
"11444",3
"11445",3
"11446",3
"11447",3
"11448",3
"11449",3
"11450",3
"11451",3
"11452",3
"11453",3
"11454",3
"11455",3
"11456",3
"11457",3
"11458",3
"11459",3
"11460",3
"11461",3
"11462",3
"11463",3
"11464",3
"11465",3
"11466",3
"11467",3
"11468",3
"11469",3
"11470",3
"11471",3
"11472",3
"11473",3
"11474",3
"11475",3
"11476",3
"11477",3
"11478",3
"11479",3
"11480",3
"11481",3
"11482",3
"11483",3
"11484",3
"11485",3
"11486",3
"11487",3
"11488",3
"11489",3
"11490",3
"11491",3
"11492",3
"11493",3
"11494",3
"11495",3
"11496",3
"11497",3
"11498",2
"11499",1
"11500",1
"11501",1
"11502",1
"11503",1
"11504",1
"11505",1
"11506",1
"11507",1
"11508",1
"11509",1
"11510",1
"11511",1
"11512",1
"11513",1
"11514",1
"11515",2
"11516",1
"11517",1
"11518",2
"11519",2
"11520",2
"11521",1
"11522",1
"11523",1
"11524",1
"11525",1
"11526",1
"11527",1
"11528",2
"11529",2
"11530",2
"11531",1
"11532",1
"11533",1
"11534",1
"11535",1
"11536",1
"11537",1
"11538",1
"11539",1
"11540",2
"11541",2
"11542",2
"11543",1
"11544",2
"11545",2
"11546",1
"11547",1
"11548",1
"11549",1
"11550",1
"11551",1
"11552",1
"11553",1
"11554",1
"11555",1
"11556",1
"11557",1
"11558",1
"11559",1
"11560",1
"11561",1
"11562",1
"11563",1
"11564",1
"11565",2
"11566",3
"11567",3
"11568",3
"11569",3
"11570",3
"11571",3
"11572",3
"11573",3
"11574",3
"11575",3
"11576",3
"11577",3
"11578",3
"11579",3
"11580",3
"11581",3
"11582",3
"11583",3
"11584",3
"11585",3
"11586",3
"11587",3
"11588",3
"11589",3
"11590",3
"11591",3
"11592",3
"11593",3
"11594",3
"11595",3
"11596",3
"11597",3
"11598",3
"11599",3
"11600",3
"11601",3
"11602",3
"11603",3
"11604",3
"11605",3
"11606",3
"11607",3
"11608",3
"11609",3
"11610",3
"11611",3
"11612",3
"11613",3
"11614",3
"11615",3
"11616",3
"11617",3
"11618",3
"11619",3
"11620",3
"11621",3
"11622",3
"11623",3
"11624",3
"11625",3
"11626",3
"11627",3
"11628",3
"11629",3
"11630",3
"11631",3
"11632",3
"11633",3
"11634",3
"11635",3
"11636",3
"11637",3
"11638",3
"11639",3
"11640",3
"11641",3
"11642",3
"11643",3
"11644",3
"11645",3
"11646",3
"11647",3
"11648",3
"11649",3
"11650",3
"11651",3
"11652",3
"11653",3
"11654",3
"11655",3
"11656",3
"11657",3
"11658",3
"11659",3
"11660",3
"11661",3
"11662",3
"11663",3
"11664",3
"11665",3
"11666",3
"11667",3
"11668",3
"11669",3
"11670",3
"11671",3
"11672",3
"11673",3
"11674",3
"11675",3
"11676",3
"11677",3
"11678",3
"11679",3
"11680",3
"11681",3
"11682",3
"11683",3
"11684",3
"11685",3
"11686",3
"11687",3
"11688",3
"11689",3
"11690",3
"11691",3
"11692",3
"11693",3
"11694",3
"11695",3
"11696",3
"11697",3
"11698",3
"11699",3
"11700",3
"11701",3
"11702",3
"11703",3
"11704",3
"11705",3
"11706",3
"11707",3
"11708",3
"11709",3
"11710",3
"11711",3
"11712",3
"11713",3
"11714",3
"11715",3
"11716",3
"11717",3
"11718",3
"11719",3
"11720",3
"11721",3
"11722",3
"11723",3
"11724",3
"11725",3
"11726",3
"11727",3
"11728",3
"11729",3
"11730",3
"11731",3
"11732",3
"11733",3
"11734",3
"11735",3
"11736",3
"11737",3
"11738",3
"11739",3
"11740",3
"11741",3
"11742",3
"11743",3
"11744",3
"11745",3
"11746",3
"11747",3
"11748",3
"11749",3
"11750",3
"11751",3
"11752",3
"11753",3
"11754",3
"11755",3
"11756",3
"11757",3
"11758",3
"11759",3
"11760",3
"11761",3
"11762",3
"11763",3
"11764",3
"11765",3
"11766",3
"11767",3
"11768",3
"11769",3
"11770",3
"11771",3
"11772",3
"11773",3
"11774",3
"11775",3
"11776",3
"11777",3
"11778",3
"11779",3
"11780",3
"11781",3
"11782",3
"11783",3
"11784",3
"11785",3
"11786",3
"11787",3
"11788",3
"11789",3
"11790",3
"11791",3
"11792",3
"11793",3
"11794",3
"11795",3
"11796",3
"11797",3
"11798",3
"11799",3
"11800",3
"11801",3
"11802",3
"11803",3
"11804",3
"11805",3
"11806",3
"11807",3
"11808",3
"11809",3
"11810",3
"11811",3
"11812",3
"11813",3
"11814",3
"11815",3
"11816",3
"11817",3
"11818",3
"11819",3
"11820",3
"11821",3
"11822",3
"11823",3
"11824",3
"11825",3
"11826",3
"11827",3
"11828",3
"11829",3
"11830",3
"11831",3
"11832",3
"11833",3
"11834",3
"11835",3
"11836",3
"11837",3
"11838",3
"11839",3
"11840",3
"11841",3
"11842",3
"11843",3
"11844",3
"11845",3
"11846",3
"11847",3
"11848",3
"11849",3
"11850",3
"11851",3
"11852",3
"11853",3
"11854",3
"11855",3
"11856",3
"11857",3
"11858",3
"11859",2
"11860",2
"11861",1
"11862",1
"11863",1
"11864",1
"11865",2
"11866",1
"11867",1
"11868",1
"11869",1
"11870",1
"11871",1
"11872",1
"11873",2
"11874",2
"11875",2
"11876",2
"11877",1
"11878",2
"11879",2
"11880",1
"11881",1
"11882",1
"11883",1
"11884",1
"11885",2
"11886",2
"11887",2
"11888",2
"11889",2
"11890",2
"11891",2
"11892",1
"11893",1
"11894",1
"11895",2
"11896",1
"11897",1
"11898",1
"11899",2
"11900",2
"11901",2
"11902",2
"11903",2
"11904",2
"11905",2
"11906",2
"11907",2
"11908",2
"11909",1
"11910",1
"11911",2
"11912",2
"11913",2
"11914",2
"11915",2
"11916",2
"11917",1
"11918",1
"11919",1
"11920",1
"11921",1
"11922",1
"11923",2
"11924",2
"11925",2
"11926",2
"11927",2
"11928",2
"11929",2
"11930",2
"11931",2
"11932",2
"11933",2
"11934",2
"11935",2
"11936",2
"11937",2
"11938",1
"11939",1
"11940",1
"11941",1
"11942",1
"11943",1
"11944",2
"11945",2
"11946",2
"11947",2
"11948",2
"11949",2
"11950",2
"11951",2
"11952",2
"11953",2
"11954",2
"11955",2
"11956",1
"11957",1
"11958",1
"11959",1
"11960",1
"11961",1
"11962",1
"11963",1
"11964",1
"11965",1
"11966",1
"11967",2
"11968",2
"11969",1
"11970",1
"11971",1
"11972",1
"11973",1
"11974",1
"11975",1
"11976",1
"11977",1
"11978",1
"11979",1
"11980",1
"11981",1
"11982",1
"11983",1
"11984",1
"11985",1
"11986",1
"11987",1
"11988",1
"11989",1
"11990",1
"11991",1
"11992",1
"11993",1
"11994",1
"11995",1
"11996",1
"11997",1
"11998",1
"11999",1
"12000",1
"12001",1
"12002",1
"12003",1
"12004",1
"12005",1
"12006",1
"12007",1
"12008",1
"12009",1
"12010",1
"12011",1
"12012",2
"12013",2
"12014",1
"12015",1
"12016",1
"12017",1
"12018",1
"12019",1
"12020",1
"12021",1
"12022",1
"12023",1
"12024",1
"12025",1
"12026",1
"12027",1
"12028",1
"12029",1
"12030",1
"12031",1
"12032",1
"12033",1
"12034",1
"12035",1
"12036",1
"12037",1
"12038",1
"12039",1
"12040",1
"12041",1
"12042",1
"12043",1
"12044",1
"12045",1
"12046",1
"12047",2
"12048",3
"12049",2
"12050",2
"12051",2
"12052",2
"12053",2
"12054",2
"12055",1
"12056",1
"12057",1
"12058",1
"12059",1
"12060",1
"12061",1
"12062",1
"12063",1
"12064",1
"12065",1
"12066",2
"12067",3
"12068",3
"12069",3
"12070",3
"12071",3
"12072",3
"12073",3
"12074",3
"12075",3
"12076",3
"12077",3
"12078",3
"12079",3
"12080",3
"12081",3
"12082",3
"12083",3
"12084",3
"12085",3
"12086",3
"12087",3
"12088",3
"12089",3
"12090",3
"12091",3
"12092",3
"12093",3
"12094",3
"12095",3
"12096",3
"12097",3
"12098",3
"12099",3
"12100",3
"12101",3
"12102",3
"12103",3
"12104",3
"12105",3
"12106",3
"12107",3
"12108",3
"12109",3
"12110",3
"12111",3
"12112",3
"12113",3
"12114",3
"12115",3
"12116",3
"12117",3
"12118",3
"12119",3
"12120",3
"12121",3
"12122",3
"12123",3
"12124",3
"12125",3
"12126",3
"12127",3
"12128",3
"12129",3
"12130",3
"12131",3
"12132",3
"12133",3
"12134",3
"12135",3
"12136",3
"12137",3
"12138",3
"12139",3
"12140",3
"12141",3
"12142",3
"12143",3
"12144",3
"12145",3
"12146",3
"12147",3
"12148",3
"12149",3
"12150",3
"12151",3
"12152",3
"12153",3
"12154",3
"12155",3
"12156",3
"12157",3
"12158",3
"12159",3
"12160",3
"12161",3
"12162",3
"12163",3
"12164",3
"12165",3
"12166",3
"12167",3
"12168",3
"12169",3
"12170",3
"12171",3
"12172",3
"12173",3
"12174",3
"12175",3
"12176",3
"12177",3
"12178",3
"12179",3
"12180",3
"12181",3
"12182",3
"12183",3
"12184",3
"12185",3
"12186",3
"12187",3
"12188",3
"12189",3
"12190",3
"12191",3
"12192",3
"12193",3
"12194",3
"12195",3
"12196",3
"12197",3
"12198",3
"12199",3
"12200",3
"12201",3
"12202",3
"12203",3
"12204",3
"12205",3
"12206",3
"12207",3
"12208",3
"12209",3
"12210",3
"12211",3
"12212",3
"12213",3
"12214",3
"12215",3
"12216",3
"12217",3
"12218",3
"12219",3
"12220",3
"12221",3
"12222",3
"12223",3
"12224",3
"12225",3
"12226",3
"12227",3
"12228",3
"12229",3
"12230",3
"12231",3
"12232",3
"12233",3
"12234",3
"12235",3
"12236",3
"12237",3
"12238",3
"12239",3
"12240",3
"12241",3
"12242",3
"12243",2
"12244",2
"12245",2
"12246",2
"12247",2
"12248",2
"12249",2
"12250",2
"12251",1
"12252",1
"12253",1
"12254",2
"12255",2
"12256",1
"12257",1
"12258",1
"12259",1
"12260",1
"12261",1
"12262",1
"12263",1
"12264",1
"12265",1
"12266",1
"12267",1
"12268",1
"12269",1
"12270",1
"12271",1
"12272",1
"12273",1
"12274",1
"12275",1
"12276",1
"12277",1
"12278",1
"12279",1
"12280",1
"12281",1
"12282",1
"12283",1
"12284",1
"12285",1
"12286",1
"12287",1
"12288",1
"12289",1
"12290",1
"12291",1
"12292",1
"12293",1
"12294",1
"12295",1
"12296",1
"12297",1
"12298",1
"12299",1
"12300",1
"12301",1
"12302",1
"12303",1
"12304",1
"12305",1
"12306",1
"12307",1
"12308",1
"12309",1
"12310",1
"12311",1
"12312",1
"12313",1
"12314",1
"12315",1
"12316",1
"12317",1
"12318",1
"12319",1
"12320",1
"12321",1
"12322",1
"12323",1
"12324",1
"12325",1
"12326",1
"12327",1
"12328",1
"12329",1
"12330",2
"12331",2
"12332",1
"12333",1
"12334",1
"12335",1
"12336",1
"12337",1
"12338",1
"12339",1
"12340",1
"12341",1
"12342",1
"12343",1
"12344",1
"12345",1
"12346",1
"12347",1
"12348",1
"12349",1
"12350",1
"12351",1
"12352",1
"12353",1
"12354",2
"12355",2
"12356",1
"12357",1
"12358",1
"12359",1
"12360",1
"12361",1
"12362",1
"12363",1
"12364",2
"12365",2
"12366",2
"12367",1
"12368",1
"12369",1
"12370",1
"12371",1
"12372",1
"12373",1
"12374",2
"12375",2
"12376",2
"12377",2
"12378",2
"12379",2
"12380",1
"12381",1
"12382",1
"12383",1
"12384",2
"12385",2
"12386",2
"12387",1
"12388",1
"12389",2
"12390",2
"12391",2
"12392",2
"12393",2
"12394",2
"12395",1
"12396",1
"12397",1
"12398",1
"12399",1
"12400",2
"12401",2
"12402",1
"12403",1
"12404",2
"12405",1
"12406",1
"12407",1
"12408",1
"12409",1
"12410",1
"12411",1
"12412",1
"12413",2
"12414",1
"12415",2
"12416",2
"12417",2
"12418",2
"12419",1
"12420",1
"12421",1
"12422",1
"12423",2
"12424",1
"12425",1
"12426",1
"12427",1
"12428",1
"12429",1
"12430",1
"12431",1
"12432",1
"12433",1
"12434",1
"12435",1
"12436",1
"12437",1
"12438",2
"12439",2
"12440",2
"12441",2
"12442",2
"12443",1
"12444",1
"12445",1
"12446",1
"12447",2
"12448",2
"12449",2
"12450",1
"12451",1
"12452",1
"12453",1
"12454",1
"12455",1
"12456",2
"12457",2
"12458",2
"12459",2
"12460",2
"12461",2
"12462",2
"12463",2
"12464",1
"12465",1
"12466",2
"12467",2
"12468",1
"12469",1
"12470",1
"12471",2
"12472",2
"12473",2
"12474",2
"12475",1
"12476",1
"12477",1
"12478",1
"12479",1
"12480",1
"12481",1
"12482",1
"12483",1
"12484",1
"12485",1
"12486",1
"12487",1
"12488",2
"12489",1
"12490",1
"12491",1
"12492",1
"12493",1
"12494",1
"12495",1
"12496",2
"12497",2
"12498",1
"12499",1
"12500",1
"12501",1
"12502",1
"12503",1
"12504",1
"12505",1
"12506",1
"12507",1
"12508",1
"12509",1
"12510",1
"12511",1
"12512",2
"12513",2
"12514",2
"12515",1
"12516",1
"12517",1
"12518",1
"12519",1
"12520",2
"12521",1
"12522",1
"12523",1
"12524",1
"12525",2
"12526",1
"12527",1
"12528",1
"12529",1
"12530",1
"12531",2
"12532",2
"12533",2
"12534",2
"12535",2
"12536",2
"12537",2
"12538",2
"12539",1
"12540",1
"12541",1
"12542",1
"12543",1
"12544",2
"12545",1
"12546",1
"12547",1
"12548",1
"12549",1
"12550",1
"12551",1
"12552",1
"12553",1
"12554",2
"12555",2
"12556",2
"12557",2
"12558",2
"12559",1
"12560",1
"12561",2
"12562",2
"12563",1
"12564",1
"12565",1
"12566",1
"12567",1
"12568",2
"12569",2
"12570",2
"12571",2
"12572",1
"12573",1
"12574",1
"12575",1
"12576",1
"12577",2
"12578",2
"12579",1
"12580",1
"12581",1
"12582",2
"12583",1
"12584",1
"12585",1
"12586",1
"12587",1
"12588",1
"12589",1
"12590",1
"12591",1
"12592",2
"12593",1
"12594",1
"12595",1
"12596",1
"12597",1
"12598",1
"12599",1
"12600",1
"12601",1
"12602",1
"12603",1
"12604",1
"12605",1
"12606",2
"12607",1
"12608",1
"12609",2
"12610",1
"12611",1
"12612",1
"12613",1
"12614",2
"12615",1
"12616",2
"12617",1
"12618",1
"12619",1
"12620",1
"12621",1
"12622",1
"12623",1
"12624",1
"12625",1
"12626",1
"12627",1
"12628",2
"12629",2
"12630",2
"12631",1
"12632",1
"12633",1
"12634",1
"12635",1
"12636",1
"12637",1
"12638",1
"12639",1
"12640",2
"12641",1
"12642",1
"12643",1
"12644",2
"12645",2
"12646",2
"12647",1
"12648",1
"12649",1
"12650",1
"12651",1
"12652",2
"12653",2
"12654",2
"12655",1
"12656",1
"12657",1
"12658",1
"12659",1
"12660",1
"12661",1
"12662",1
"12663",1
"12664",2
"12665",2
"12666",1
"12667",1
"12668",1
"12669",2
"12670",1
"12671",1
"12672",1
"12673",1
"12674",1
"12675",1
"12676",1
"12677",1
"12678",2
"12679",1
"12680",1
"12681",1
"12682",1
"12683",1
"12684",1
"12685",1
"12686",1
"12687",2
"12688",2
"12689",1
"12690",1
"12691",1
"12692",1
"12693",1
"12694",2
"12695",2
"12696",1
"12697",1
"12698",2
"12699",1
"12700",1
"12701",1
"12702",1
"12703",1
"12704",1
"12705",1
"12706",1
"12707",1
"12708",1
"12709",1
"12710",1
"12711",1
"12712",1
"12713",2
"12714",2
"12715",2
"12716",2
"12717",1
"12718",1
"12719",1
"12720",2
"12721",2
"12722",2
"12723",2
"12724",1
"12725",1
"12726",2
"12727",2
"12728",2
"12729",1
"12730",1
"12731",1
"12732",1
"12733",1
"12734",1
"12735",1
"12736",2
"12737",2
"12738",2
"12739",2
"12740",2
"12741",1
"12742",1
"12743",1
"12744",1
"12745",1
"12746",1
"12747",1
"12748",2
"12749",3
"12750",3
"12751",3
"12752",3
"12753",3
"12754",3
"12755",3
"12756",3
"12757",3
"12758",3
"12759",3
"12760",3
"12761",2
"12762",2
"12763",2
"12764",3
"12765",3
"12766",2
"12767",1
"12768",1
"12769",1
"12770",1
"12771",1
"12772",1
"12773",2
"12774",1
"12775",1
"12776",1
"12777",1
"12778",1
"12779",1
"12780",1
"12781",1
"12782",1
"12783",1
"12784",1
"12785",2
"12786",1
"12787",1
"12788",1
"12789",1
"12790",1
"12791",1
"12792",1
"12793",1
"12794",1
"12795",1
"12796",1
"12797",1
"12798",1
"12799",2
"12800",2
"12801",1
"12802",1
"12803",1
"12804",1
"12805",1
"12806",1
"12807",1
"12808",2
"12809",2
"12810",2
"12811",2
"12812",1
"12813",1
"12814",1
"12815",1
"12816",1
"12817",1
"12818",1
"12819",1
"12820",1
"12821",1
"12822",1
"12823",3
"12824",3
"12825",3
"12826",3
"12827",3
"12828",3
"12829",3
"12830",3
"12831",3
"12832",3
"12833",3
"12834",3
"12835",3
"12836",3
"12837",3
"12838",3
"12839",3
"12840",3
"12841",3
"12842",3
"12843",1
"12844",1
"12845",1
"12846",2
"12847",2
"12848",1
"12849",1
"12850",1
"12851",1
"12852",1
"12853",1
"12854",1
"12855",1
"12856",1
"12857",2
"12858",3
"12859",3
"12860",2
"12861",1
"12862",1
"12863",1
"12864",1
"12865",1
"12866",1
"12867",1
"12868",1
"12869",1
"12870",1
"12871",1
"12872",2
"12873",3
"12874",2
"12875",2
"12876",2
"12877",3
"12878",3
"12879",2
"12880",1
"12881",1
"12882",1
"12883",2
"12884",1
"12885",1
"12886",2
"12887",2
"12888",2
"12889",1
"12890",1
"12891",1
"12892",1
"12893",2
"12894",2
"12895",2
"12896",1
"12897",1
"12898",1
"12899",1
"12900",1
"12901",1
"12902",1
"12903",1
"12904",1
"12905",2
"12906",2
"12907",2
"12908",2
"12909",2
"12910",2
"12911",1
"12912",1
"12913",1
"12914",2
"12915",2
"12916",1
"12917",2
"12918",2
"12919",2
"12920",2
"12921",2
"12922",2
"12923",1
"12924",1
"12925",1
"12926",1
"12927",1
"12928",1
"12929",2
"12930",2
"12931",2
"12932",2
"12933",2
"12934",2
"12935",1
"12936",1
"12937",1
"12938",1
"12939",1
"12940",2
"12941",1
"12942",1
"12943",2
"12944",1
"12945",1
"12946",1
"12947",1
"12948",1
"12949",1
"12950",1
"12951",1
"12952",1
"12953",1
"12954",2
"12955",2
"12956",2
"12957",2
"12958",1
"12959",1
"12960",1
"12961",1
"12962",2
"12963",2
"12964",1
"12965",1
"12966",1
"12967",2
"12968",2
"12969",2
"12970",1
"12971",1
"12972",1
"12973",1
"12974",1
"12975",1
"12976",1
"12977",1
"12978",2
"12979",1
"12980",2
"12981",2
"12982",2
"12983",2
"12984",2
"12985",1
"12986",1
"12987",1
"12988",1
"12989",1
"12990",1
"12991",1
"12992",1
"12993",2
"12994",1
"12995",1
"12996",1
"12997",1
"12998",1
"12999",1
"13000",1
"13001",2
"13002",2
"13003",2
"13004",1
"13005",1
"13006",1
"13007",2
"13008",2
"13009",1
"13010",1
"13011",1
"13012",1
"13013",1
"13014",2
"13015",2
"13016",2
"13017",2
"13018",1
"13019",1
"13020",1
"13021",1
"13022",1
"13023",1
"13024",1
"13025",2
"13026",1
"13027",2
"13028",2
"13029",1
"13030",2
"13031",2
"13032",1
"13033",1
"13034",1
"13035",1
"13036",1
"13037",1
"13038",2
"13039",2
"13040",2
"13041",2
"13042",1
"13043",1
"13044",1
"13045",1
"13046",1
"13047",1
"13048",1
"13049",1
"13050",2
"13051",2
"13052",2
"13053",1
"13054",1
"13055",1
"13056",2
"13057",2
"13058",2
"13059",1
"13060",1
"13061",2
"13062",1
"13063",1
"13064",1
"13065",1
"13066",1
"13067",1
"13068",1
"13069",1
"13070",2
"13071",1
"13072",1
"13073",2
"13074",2
"13075",2
"13076",2
"13077",2
"13078",2
"13079",1
"13080",1
"13081",1
"13082",1
"13083",2
"13084",1
"13085",1
"13086",2
"13087",2
"13088",2
"13089",1
"13090",1
"13091",1
"13092",1
"13093",2
"13094",2
"13095",1
"13096",1
"13097",1
"13098",2
"13099",2
"13100",2
"13101",2
"13102",1
"13103",1
"13104",1
"13105",1
"13106",1
"13107",1
"13108",1
"13109",1
"13110",2
"13111",2
"13112",2
"13113",2
"13114",2
"13115",2
"13116",2
"13117",2
"13118",1
"13119",1
"13120",1
"13121",2
"13122",2
"13123",1
"13124",1
"13125",1
"13126",2
"13127",2
"13128",1
"13129",1
"13130",1
"13131",1
"13132",2
"13133",2
"13134",2
"13135",2
"13136",1
"13137",1
"13138",1
"13139",1
"13140",1
"13141",1
"13142",1
"13143",1
"13144",1
"13145",2
"13146",2
"13147",2
"13148",2
"13149",1
"13150",1
"13151",1
"13152",1
"13153",1
"13154",1
"13155",1
"13156",1
"13157",1
"13158",1
"13159",1
"13160",1
"13161",1
"13162",1
"13163",1
"13164",1
"13165",1
"13166",1
"13167",1
"13168",1
"13169",2
"13170",2
"13171",3
"13172",3
"13173",3
"13174",2
"13175",1
"13176",1
"13177",1
"13178",2
"13179",1
"13180",2
"13181",2
"13182",2
"13183",2
"13184",2
"13185",2
"13186",1
"13187",1
"13188",1
"13189",1
"13190",1
"13191",1
"13192",2
"13193",2
"13194",2
"13195",2
"13196",2
"13197",2
"13198",1
"13199",1
"13200",1
"13201",1
"13202",1
"13203",1
"13204",1
"13205",1
"13206",1
"13207",2
"13208",2
"13209",1
"13210",1
"13211",1
"13212",1
"13213",1
"13214",1
"13215",1
"13216",1
"13217",2
"13218",2
"13219",2
"13220",2
"13221",1
"13222",1
"13223",1
"13224",1
"13225",1
"13226",1
"13227",1
"13228",1
"13229",1
"13230",1
"13231",2
"13232",2
"13233",2
